,,,,Defensive Stats,,,,,,,,,
Branden Jackson,SEA,DE,12,263,7.0,4,11,0.5,0,0,0,0,1
Terrance Smith,KC,LB,15,65,10.0,1,11,0.0,0,0,1,0,2
Kevin Peterson,LAR,CB,6,97,7.0,4,11,0.0,0,0,2,0,6
Robert Nkemdiche,ARI,DE,12,256,4.0,7,11,0.0,1,1,0,1,0
Jamal Carter,DEN,S,16,81,9.0,2,11,0.0,0,0,0,0,1
Tyus Bowser,BAL,LB,16,161,9.0,2,11,3.0,0,0,1,0,3
Jarrod Wilson,JAX,S,15,56,10.0,1,11,0.0,0,1,0,0,0
Antonio Hamilton,OAK,CB,8,55,11.0,0,11,0.0,0,0,0,0,0
Destiny Vaeao,PHI,DT,11,230,7.0,3,10,0.0,0,0,0,0,1
Jonathan Allen,WAS,DT,5,159,3.0,7,10,1.0,0,0,0,0,0
Joe Walker,PHI,LB,12,99,6.0,4,10,0.0,0,0,0,0,1
Deandre Houston-Carson,CHI,S,11,17,10.0,0,10,0.0,2,0,0,0,0
Freddie Bishop,NYJ,LB,5,97,5.0,5,10,0.0,0,1,0,0,0
Brandon Bell,CIN,LB,3,36,6.0,4,10,0.0,0,0,0,0,0
Jamal Agnew,DET,WR,13,69,10.0,0,10,0.0,0,0,0,0,0
D.J. Jones,SF,DT,9,189,8.0,2,10,0.0,0,0,0,0,1
Trevor Reilly,NE,LB,6,57,7.0,3,10,0.0,0,0,0,0,0
Hau'oli Kikaha,NO,LB,12,211,6.0,4,10,4.0,0,0,0,0,1
Jonathan Anderson,CHI,LB,12,31,9.0,1,10,0.0,0,0,0,0,0
D.J. Alexander,SEA,LB,12,20,9.0,1,10,0.0,0,0,0,0,0
Jerrell Freeman,CHI,LB,1,56,7.0,3,10,0.0,0,0,0,0,0
Johnthan Banks,HOU,CB,3,89,8.0,2,10,0.0,0,0,0,0,0
John Hughes,NO,DT,8,162,4.0,6,10,0.0,0,0,0,0,0
Kyle Wilber,DAL,LB,16,39,8.0,2,10,0.0,1,0,0,0,0
Whitney Mercilus,HOU,LB,5,204,9.0,1,10,1.0,1,0,0,0,0
Courtney Upshaw,ATL,DE,13,200,5.0,4,9,1.0,1,0,0,0,0
Jarvis Jenkins,KC,DE,11,220,7.0,2,9,1.0,0,0,0,0,0
Don Carey,DET,S,13,1,9.0,0,9,0.0,1,0,0,0,0
Angelo Blackson,HOU,DE,9,195,8.0,1,9,0.0,0,0,0,0,1
Garrison Smith,SEA,DT,8,116,6.0,3,9,0.0,0,0,0,0,0
Aaron Lynch,SF,DE,7,156,5.0,4,9,1.0,0,1,0,0,0
Walt Aikens,MIA,S,16,13,6.0,3,9,0.0,1,0,0,0,0
Shamarko Thomas,BUF,S,12,6,8.0,1,9,0.0,0,0,0,0,0
Noah Spence,TB,DE,6,247,5.0,4,9,1.0,1,0,0,0,0
Marqui Christian,LAR,S,12,47,5.0,4,9,0.0,0,0,0,0,0
KeiVarae Russell,CIN,CB,8,45,9.0,0,9,0.0,0,0,0,0,0
Lafayette Pitts,BUF/JAX,CB,16,40,8.0,1,9,0.0,0,0,0,0,0
Deon Lacey,BUF,LB,16,8,7.0,2,9,0.0,0,0,0,0,0
Chris Milton,IND,CB,14,20,9.0,0,9,0.0,0,0,0,0,0
Brian Price,DAL,DT,8,149,5.0,3,8,0.0,0,0,0,0,1
Taywan Taylor,TEN,WR,16,1,7.0,1,8,0.0,0,0,0,0,0
Shilique Calhoun,OAK,LB,9,102,4.0,4,8,0.0,0,0,0,0,0
Lewis Neal,DAL,DT,7,140,3.0,5,8,0.0,0,0,0,0,0
Dymonte Thomas,DEN,S,3,73,4.0,4,8,0.0,0,0,0,0,0
C.J. Goodwin,ATL,CB,12,69,7.0,1,8,0.0,0,0,0,0,0
Clayton Geathers,IND,S,5,112,5.0,3,8,0.0,0,0,0,0,0
Cameron Lynch,TB/LAR,LB,14,11,7.0,1,8,0.0,0,1,0,0,0
Arthur Moats,PIT,DE,14,83,6.0,2,8,0.0,0,0,0,0,0
Tramaine Brock,MIN,CB,11,51,6.0,2,8,0.0,0,0,0,0,1
Dekoda Watson,SF,DE,14,91,6.0,2,8,0.0,0,0,0,0,0
Dannell Ellerbe,PHI,LB,3,76,6.0,2,8,0.0,0,0,0,0,0
James Harrison,NE/PIT,LB,6,67,6.0,2,8,3.0,1,0,0,0,0
Chris Prosinski,CHI,S,3,128,5.0,3,8,0.0,0,0,0,0,0
Sealver Siliga,TB,DT,8,118,3.0,5,8,0.0,0,0,0,0,0
John Jenkins,CHI,DT,8,109,5.0,3,8,0.0,0,0,0,0,0
Chris Carter,WAS,LB,13,2,4.0,3,7,0.0,0,0,0,0,0
Haloti Ngata,DET,DT,5,145,7.0,0,7,2.0,0,0,0,0,1
Eric Berry,KC,S,1,70,4.0,3,7,0.0,0,0,0,0,0
George Johnson,DET/NO,DE,7,205,5.0,2,7,2.5,0,0,0,0,1
Willie Young,CHI,LB,4,119,4.0,3,7,2.0,0,0,0,0,0
Justin Currie,CLE,S,3,35,6.0,1,7,1.0,0,0,0,0,0
Deiontrez Mount,DEN,LB,7,44,6.0,1,7,0.0,0,0,0,0,0
LaRoy Reynolds,ATL,LB,9,15,5.0,2,7,0.0,0,0,0,0,0
Deandre Coleman,BUF,DT,6,128,3.0,4,7,0.0,0,0,0,0,0
Jeremiah Attaochu,LAC,LB,4,60,6.0,1,7,0.0,0,0,0,0,0
Stephen Weatherly,MIN,DE,15,89,7.0,0,7,0.0,0,0,0,0,0
Quinton Jefferson,SEA,DE,6,130,6.0,1,7,1.0,0,0,0,0,0
Kevin Dodd,TEN,LB,9,92,4.0,3,7,0.0,0,0,0,0,0
Darius Latham,OAK,DT,3,56,3.0,4,7,0.0,0,0,0,0,0
Tarell Basham,IND,LB,15,222,5.0,2,7,2.0,1,0,0,0,0
DeMarcus Walker,DEN,DE,10,101,7.0,0,7,1.0,0,0,0,0,0
Gareon Conley,OAK,CB,2,92,5.0,2,7,0.0,0,0,0,0,1
Treston Decoud,HOU,CB,10,51,6.0,1,7,0.0,0,0,0,0,1
Obi Melifonwu,OAK,S,5,34,6.0,1,7,0.0,0,0,0,0,0
Tim Williams,BAL,LB,8,125,5.0,1,6,0.0,0,0,0,0,0
Bryan Cox,CAR,DE,7,130,4.0,2,6,0.0,0,1,0,0,0
Kyle Peko,DEN,DT,6,97,4.0,2,6,0.0,0,0,0,0,0
Ufomba Kamalu,HOU,DE,9,183,5.0,1,6,2.0,0,0,0,0,0
Harlan Miller,ARI,CB,5,57,4.0,2,6,0.0,0,1,0,0,0
Jordan Lucas,MIA,S,11,25,4.0,2,6,0.0,0,0,0,0,0
Deon Bush,CHI,S,13,86,4.0,2,6,0.0,0,0,0,0,0
Chris Odom,GB,LB,7,59,3.0,3,6,0.0,0,0,0,0,0
B.J. Bello,CLE,LB,16,74,5.0,1,6,0.0,0,0,0,0,0
Keith McGill,OAK,S,13,71,6.0,0,6,0.0,0,0,0,0,0
Isaiah Johnson,LAR,S,1,26,1.0,5,6,0.0,0,0,0,0,0
Marcus Sherels,MIN,CB,16,20,6.0,0,6,0.0,0,0,0,0,0
Roy Miller,KC,DT,7,78,2.0,4,6,0.0,0,0,0,0,1
Bruce Carter,NYJ,LB,14,11,2.0,4,6,0.0,0,0,0,0,0
Ben Jacobs,CAR,LB,16,1,4.0,2,6,0.0,0,0,0,0,0
Sterling Moore,NO,CB,6,104,5.0,0,5,0.0,1,0,0,0,2
Jack Crawford,ATL,DE,4,101,3.0,2,5,0.0,0,0,0,0,0
Jerel Worthy,BUF,DT,5,115,1.0,4,5,0.0,0,0,0,0,0
Damontre Moore,DAL,DE,3,58,3.0,2,5,0.0,0,0,0,0,0
Josh Robinson,TB,S,11,2,4.0,1,5,0.0,1,0,0,0,0
Nolan Carroll,DAL,CB,2,81,5.0,0,5,0.0,0,0,0,0,0
Nordly Capi,BUF,DE,4,88,3.0,2,5,1.0,1,0,0,0,0
Derron Smith,CLE/CIN,S,10,3,5.0,0,5,0.0,0,0,0,0,0
Dexter McDougle,PHI,CB,8,55,4.0,1,5,0.0,0,0,0,0,0
Isaiah Irving,CHI,LB,7,41,5.0,0,5,0.0,0,1,0,0,0
Daniel Ross,DAL,DT,3,57,4.0,1,5,1.0,0,1,0,0,0
Cameron Sutton,PIT,CB,5,113,4.0,1,5,0.0,0,0,0,0,1
Marcus Rios,DEN,CB,5,48,5.0,0,5,0.0,0,0,0,0,1
Ukeme Eligwe,KC,LB,14,65,5.0,0,5,1.0,0,0,0,0,0
Patrick Ricard,BAL,FB,16,38,3.0,2,5,0.0,0,0,0,0,0
Jeremiah Valoaga,DET,DE,9,153,5.0,0,5,1.0,0,0,0,0,0
Dominique Hatfield,LAR,CB,11,69,4.0,1,5,0.0,0,0,0,0,0
Scooby Wright,ARI,LB,10,11,5.0,0,5,0.0,0,0,0,0,0
Erik Harris,OAK,S,15,3,4.0,1,5,0.0,0,0,0,0,0
Bronson Kaufusi,BAL,TE,3,33,2.0,3,5,0.0,0,0,0,0,0
Tyvis Powell,SF,S,3,17,4.0,1,5,0.0,0,0,0,0,0
Javien Elliott,TB,CB,15,134,5.0,0,5,0.0,0,0,0,0,0
Nicholas Grigsby,NE,LB,5,14,4.0,1,5,0.0,0,0,0,0,0
Dylan Donahue,NYJ,LB,4,54,4.0,1,5,0.0,0,0,0,0,0
Chris Wormley,BAL,DE,7,120,5.0,0,5,0.0,0,0,0,0,0
Nate Gerry,PHI,LB,10,20,3.0,2,5,0.0,0,0,0,0,1
Lano Hill,SEA,S,15,32,3.0,2,5,0.0,0,0,0,0,0
Tanner Vallejo,BUF,LB,15,13,3.0,2,5,0.0,0,0,0,0,0
Cameron Malveaux,MIA,LB,4,108,4.0,1,5,1.0,0,0,0,0,0
Tedric Thompson,SEA,S,9,9,2.0,2,4,0.0,0,2,0,0,0
Elijah Qualls,PHI,DT,6,103,3.0,1,4,0.0,0,0,0,0,0
Isaac Rochell,LAC,DE,3,52,4.0,0,4,1.0,0,0,0,0,0
Pete Robertson,WAS,LB,4,27,2.0,2,4,0.0,0,0,0,0,0
Tony McRae,CIN,CB,4,16,3.0,1,4,0.0,0,0,0,0,0
Elijah Lee,SF,LB,14,18,3.0,1,4,0.0,1,0,0,0,0
Demetrious Cox,CAR,S,4,38,4.0,0,4,0.0,0,0,0,0,0
Tyler Patmon,JAX,CB,13,47,2.0,2,4,0.0,0,0,0,0,0
Corey Nelson,DEN,LB,5,44,2.0,2,4,0.0,0,0,0,0,0
Robert Nelson,NYJ,S,2,41,4.0,0,4,0.0,0,0,0,0,0
Dexter McCoil,SF,S,8,11,4.0,0,4,0.0,0,0,0,0,0
Khyri Thornton,DET,DT,4,68,3.0,1,4,0.0,0,0,0,0,0
Brent Urban,BAL,DE,3,123,3.0,1,4,0.0,0,0,0,0,1
Keith Reaser,KC,CB,1,50,4.0,0,4,1.0,0,0,0,0,2
Joe Vellano,ATL,DT,4,65,1.0,3,4,0.0,0,0,0,0,0
Steven Terrell,KC,CB,10,71,3.0,1,4,0.0,0,0,1,0,3
Stephen Paea,DAL,DT,4,145,3.0,1,4,0.0,0,0,0,0,0
Blidi Wreh-Wilson,ATL,CB,8,64,3.0,1,4,0.0,0,0,0,0,1
Jonathan Freeny,NO/NE,LB,3,47,3.0,1,4,0.0,0,0,0,0,0
Akeem Ayers,NYG,LB,6,4,2.0,1,3,0.0,0,0,0,0,0
Dwight Freeney,SEA/DET,DE,9,227,3.0,0,3,3.0,0,0,0,0,1
David King,TEN,DE,7,112,2.0,1,3,1.0,0,0,0,0,0
Steven Means,PHI,DE,6,53,3.0,0,3,1.0,0,0,0,0,0
Gerald Hodges,NO,LB,11,12,3.0,0,3,0.0,0,0,0,0,0
Howard Jones,CHI,LB,4,34,2.0,1,3,1.0,0,0,0,0,0
Antone Exum,SF,S,2,40,2.0,1,3,0.0,0,0,0,0,0
Joey Mbu,IND,DT,7,96,2.0,1,3,0.0,0,0,0,0,0
Christian Ringo,DET,DT,6,131,2.0,1,3,0.0,0,0,0,0,0
Justin Hamilton,PHI/KC,DT,4,89,1.0,2,3,0.5,0,0,0,0,0
Mark Nzeocha,SF,LB,10,9,2.0,1,3,0.0,0,0,0,0,0
Jaylen Hill,BAL,CB,6,16,2.0,1,3,0.0,0,0,0,0,1
Gimel President,HOU,LB,4,67,1.0,2,3,0.0,0,0,0,0,0
Stefan McClure,WAS,S,7,24,2.0,1,3,0.0,0,0,0,0,0
Lorenzo Jerome,SF,S,4,73,2.0,1,3,0.0,0,0,0,0,0
LaTroy Lewis,HOU,LB,2,68,3.0,0,3,1.0,0,0,0,0,0
Brendan Langley,DEN,WR,11,108,3.0,0,3,0.0,0,0,0,0,0
Romeo Okwara,NYG,DE,6,82,1.0,2,3,0.0,0,0,0,0,0
Tyrone Holmes,CLE,LB,4,36,1.0,2,3,0.0,0,0,0,0,0
D.J. White,IND,CB,2,55,3.0,0,3,0.0,0,0,0,0,0
Charles Tapper,DAL,DE,2,36,2.0,1,3,1.0,0,0,0,0,0
Lawrence Thomas,NYJ,FB,14,24,1.0,1,2,0.0,0,0,0,0,0
Brandon Williams,ARI,CB,16,1,0.0,2,2,0.0,0,0,0,0,0
Jihad Ward,OAK,LB,5,127,1.0,1,2,1.0,0,0,0,0,0
Sharrod Neasman,ATL,S,11,6,2.0,0,2,0.0,0,0,0,0,0
Deon King,CLE,LB,9,3,1.0,1,2,0.0,0,0,0,0,0
Brian Allen,PIT,CB,10,1,0.0,2,2,0.0,0,0,0,0,0
Riley Bullough,TB,LB,3,7,1.0,1,2,0.0,0,0,0,0,0
Claude Pelon,NYJ,DE,1,17,1.0,1,2,0.0,0,0,0,0,0
Montravius Adams,GB,DE,7,65,1.0,1,2,0.0,0,0,0,0,0
Reggie Gilbert,GB,LB,2,86,2.0,0,2,1.0,0,0,0,0,0
Sidney Jones,PHI,CB,1,29,2.0,0,2,0.0,0,0,0,0,0
Chunky Clements,HOU,DT,2,46,1.0,1,2,0.5,0,0,0,0,0
Greg Mabin,BUF/SF,CB,7,73,1.0,1,2,0.0,0,0,0,0,1
Torry McTyer,MIA,CB,7,67,1.0,1,2,0.0,0,0,0,0,0
Jerrol Garcia-Williams,DEN,LB,11,23,2.0,0,2,0.0,0,0,0,0,0
Ben Heeney,HOU,LB,5,8,0.0,2,2,0.0,0,0,0,0,0
Obum Gwacham,NYJ,DE,5,23,0.0,2,2,0.0,0,0,0,0,0
Geneo Grissom,NE,DE,8,26,2.0,0,2,0.0,0,0,0,0,0
Anthony Johnson,IND,DT,4,5,0.0,2,2,0.0,0,0,0,0,0
Bene' Benwikere,DAL,CB,12,10,2.0,0,2,0.0,0,1,0,0,1
Darryl Tapp,TB,DE,3,55,2.0,0,2,1.0,0,0,0,0,0
Cliff Avril,SEA,DE,4,150,2.0,0,2,1.0,0,0,0,0,0
LaVar Edwards,CLE,DE,3,48,0.0,2,2,0.0,0,0,0,0,0
Asa Jackson,SF,CB,4,1,1.0,0,1,0.0,0,0,0,0,0
Ben Garland,ATL,OG,16,5,1.0,0,1,0.0,0,0,0,0,0
Jacquies Smith,DET/TB,DE,3,75,1.0,0,1,0.0,0,0,0,0,0
Tamba Hali,KC,LB,5,99,1.0,0,1,0.0,0,0,0,0,0
Cam Thomas,KC,DE,1,15,1.0,0,1,0.0,0,0,0,0,1
Sean Weatherspoon,ATL,LB,2,6,1.0,0,1,0.0,0,0,0,0,0
Ed Stinson,NYJ,DE,4,51,0.0,1,1,0.0,0,0,0,0,0
Daniel McCullers,PIT,DT,5,13,1.0,0,1,0.0,0,0,0,0,0
Kasim Edebali,DEN/DET,DE,13,102,0.0,1,1,0.0,0,0,0,0,0
Jason Verrett,LAC,CB,1,63,1.0,0,1,0.0,0,0,0,0,0
Devin Taylor,NYG,DE,2,10,0.0,1,1,0.0,0,0,0,0,0
Marcus Burley,HOU,CB,5,39,1.0,0,1,0.0,0,0,0,0,0
Michael Bennett,JAX,DT,1,18,1.0,0,1,0.0,0,0,0,0,1
Gabe Wright,MIA,DT,1,23,1.0,0,1,0.0,0,0,0,0,1
Dewey McDonald,SEA,LB,3,3,1.0,0,1,0.0,0,0,0,0,0
Neal Sterling,NYJ,TE,11,1,1.0,0,1,0.0,0,0,0,0,0
David Parry,NO,DT,1,3,0.0,1,1,0.0,0,0,0,0,0
T.Y. McGill,CLE,DT,3,41,1.0,0,1,0.0,0,0,0,0,0
Neville Hewitt,MIA,LB,6,11,1.0,0,1,0.0,0,0,0,0,0
Tyrique Jarrett,DEN,DT,1,3,0.0,1,1,0.0,0,0,0,0,0
Brandon Banks,WAS,DE,1,12,1.0,0,1,0.0,0,0,0,0,0
Fish Smithson,WAS,S,2,4,0.0,1,1,0.0,0,0,0,0,0
Rickey Hatley,BUF,DT,1,25,1.0,0,1,0.0,0,0,0,0,0
Tashawn Bower,MIN,LB,2,10,1.0,0,1,1.0,0,0,0,0,0
Harvey Langi,NE,LB,1,6,1.0,0,1,0.0,0,0,0,0,0
Jaleel Johnson,MIN,DT,5,41,0.0,1,1,0.0,0,0,0,0,0
Al-Quadin Muhammad,NO,DE,4,24,0.0,1,1,0.0,0,0,0,0,0
Elijah McGuire,NYJ,RB,16,1,1.0,0,1,0.0,0,0,0,0,0
C.J. Smith,CLE,CB,3,9,1.0,0,1,0.0,0,0,0,0,0
Aaron Wallace,TEN,LB,2,18,1.0,0,1,0.0,0,0,0,0,0
Alex Redmond,CIN,OG,5,5,1.0,0,1,0.0,0,0,0,0,0
Joshua Perry,IND,LB,2,4,0.0,0,0,0.0,0,0,0,0,0
Kalan Reed,TEN,CB,3,6,0.0,0,0,0.0,0,0,0,0,1
Bryson Albright,ARI,LB,7,3,0.0,0,0,0.0,0,0,0,0,0
Rodney Coe,SEA,DT,1,2,0.0,0,0,0.0,0,0,0,0,0
Deiondre' Hall,CHI,S,2,1,0.0,0,0,0.0,0,0,0,0,0
Josh Forrest,SEA,LB,2,1,0.0,0,0,0.0,0,0,0,0,0
Taniela Tupou,ATL,DT,1,7,0.0,0,0,0.0,0,0,0,0,0
Mitchell Loewen,NO,DE,2,7,0.0,0,0,0.0,0,0,0,0,0
Lucas Patrick,GB,OG,12,1,0.0,0,0,0.0,0,0,0,0,0
Channing Ward,TB,DT,1,2,0.0,0,0,0.0,0,0,0,0,0
Michael Hunter,NYG,CB,4,4,0.0,0,0,0.0,0,0,0,0,0
Garrett Sickels,LAR,LB,1,19,0.0,0,0,0.0,0,0,0,0,0
Ejuan Price,LAR,LB,1,21,0.0,0,0,0.0,0,0,0,0,0
Carroll Phillips,JAX,LB,4,3,0.0,0,0,0.0,0,0,0,0,0
Daeshon Hall,CAR,DE,1,9,0.0,0,0,0.0,0,0,0,0,0
Jalen Myrick,JAX,CB,5,24,0.0,0,0,0.0,0,0,0,0,1
Rashaad Coward,CHI,OT,1,10,0.0,0,0,0.0,0,0,0,0,0
Donatello Brown,GB,CB,4,1,0.0,0,0,0.0,0,0,0,0,0
Bam Bradley,BAL,LB,2,2,0.0,0,0,0.0,0,0,0,0,0
Derrick Jones,NYJ,CB,3,1,0.0,0,0,0.0,0,0,0,0,0
Patrick O'Connor,TB,LB,3,13,0.0,0,0,0.0,0,0,0,0,0
Xavier Coleman,NYJ,CB,2,3,0.0,0,0,0.0,0,0,0,0,0
Jeremy Clark,NYJ,CB,1,1,0.0,0,0,0.0,0,0,0,0,0
JoJo Natson,NYJ,WR,7,1,0.0,0,0,0.0,0,0,0,0,0
Josh Tupou,CIN,DT,1,19,0.0,0,0,0.0,0,0,0,0,0
Reggie Porter,CLE,CB,3,1,0.0,0,0,0.0,0,0,0,0,0
Jesse Davis,MIA,OT,16,2,0.0,0,0,0.0,0,0,0,0,0
Ladarius Gunter,GB,CB,1,2,0.0,0,0,0.0,0,0,0,0,0
Craig Mager,LAC,CB,2,1,0.0,0,0,0.0,0,0,0,0,0
Lorenzo Doss,DEN,CB,3,8,0.0,0,0,0.0,0,0,0,0,0
Caraun Reid,DET,DT,1,18,0.0,0,0,0.0,0,0,0,0,0
Arthur Jones,WAS,DT,1,23,0.0,0,0,0.0,0,0,0,0,0
Bryan Braman,PHI,LB,3,12,0.0,0,0,0.0,0,0,0,0,0
